Tweet,label
如果 经常 去 医院 的 ， 估计 定期 能 把 家里 剩下 的 药 拿 去 卖 不少 钱 。,0|0|0|0|0|0|0|0
这些 才 是 核心 问题 ， 才 是 “ 贵 ” 所 引发 的 “ 难 ” 。,0|0|0|0|1|0|0|0
而 我们 医药 卫生界 委员 却 偷换 概念 ， 把 “ 难 ” 变成 了 “ 等待 时间 ” 。,0|1|0|0|0|0|0|0
这就 好比 一些 贫困 家庭 的 父母 说 ， 现在 孩子 上学 真难 。,0|0|0|0|1|0|0|0
于 是 有人 说 ， 上学 一 点 不 难 ， 让 孩子 起 早点 就行 ， 即使 赶上 塞车 也 不会 迟早 。,0|0|0|0|1|0|0|0
于 是 “ 因为 贫穷 觉得 孩子 上学 难 ” 的 问题 就 变成 了 “ 上学 路途 时间 ” 的 问题 。,0|0|0|0|1|0|0|0
更 有 意思 的 是 其他 几 位 委员 的 言论 ， 淮安市 第一 人民 医院 副 院长 李 玉峰 委员 说 ， 最 穷困 的 病人 也 希望 寻求 最 好 医生 的 最佳 治疗 效果 ， 这种 心理 预期 的 结果 就 是 倾 其 所有 看病 ， 这 对 多数 人 来说 ， 导致 的 就 是 费用 难以 承担 。,0|0|0|0|1|0|0|1
只 能 说 是 一 番 废话 加 屁话 。,0|1|0|0|0|0|0|0
如果 我是 感冒 ， 我 会 倾 其 所有 看病 ？,0|0|0|0|1|0|0|0
到 了 倾 其 所有 看病 的 地步 ， 自是 到 了 “ 寻求 最 好 医生 的 最佳 治疗 效果 ” 的 地步 。,0|0|0|0|0|0|0|1
你 以为 “ 最 穷困 的 病人 ” 都 很 无聊 很 有 时间 吗 ？,0|0|0|0|1|0|0|0
他们 都 有 闲情 雅致 去 “ 倾 其 所有 看病 ” 吗 ？,0|0|0|0|1|0|1|0
天津 金耀 生物 科技 有限公司 总经理 刘 登 岗 委员 说 ， “ 看病 难 ” 事实上 是 “ 看 名院 名医 难 ” 。,0|0|0|0|1|0|0|0
中国 有 很多 中小 医院 看病 并 不 难 ， 甚至 医生 在 等待 病人 上门 。,1|0|0|0|0|0|0|1
据 我 所 知 ， 名院 名医 的 常客 都 是 有 钱 有 身份 的 人 ， 普通 老百姓 连 中小 医院 的 费用 都 难以 承担 ， 又 有 几 个 会 选择 “ 看 名院 名医 ” ？,0|0|0|0|1|0|0|0
至于 “ 中小 医院 看病 并 不 难 ， 甚至 医生 在 等待 病人 上门 ” 这种 话 以后 千万 别 说 ， 如果 真正 做到 了 “ 看病 不 难 不 贵 ” 又 怎么 会 出现 这种 情况 ？,0|0|0|0|1|0|1|0
而且 这种 理由 又 回归 到 了 前面 的 概念 偷换 ， 把 “ 贵 ” 的 问题 远远 扔 到 一边 。,0|1|0|0|0|0|0|0
看 完 这些 你 觉得 好笑 吗 ？,0|0|0|0|1|0|0|0
我 一点 都 不 觉得 好笑 ， 只是 感到 一些 悲哀 。,0|0|0|1|1|0|0|0
这样 一个 全民性 的 问题 ， 被 政协 委员 轻轻 的 偷 换下 概念 就 变成 了 “ 看病 不 难 也 不 贵 ” 。,0|0|0|0|0|0|1|0
如此 委员 、 如此 提案 ， 还 能 让 老百姓 看到 什么 ？,0|0|0|0|1|0|0|0
刚 沏 了 一 道 乌龙茶 ， 心情 又 跟着 美丽 起来 。,1|0|0|0|0|0|0|0
闲聊 几 句 茶话 ， 请 君 倾听 。,0|0|1|0|0|0|0|0
茶 ， 被 誉 为 国 之 饮品 。,0|0|1|0|0|0|0|0
发 于 先民 神农 ， 鼎盛 于 唐 ， 后 流传 至 今 ， 经久不衰 。,0|0|1|0|0|0|0|0
与 “ 咖啡 ” “ 可可 ” 齐名 ， 并 称为 世界 三 大 饮品 。,0|0|1|0|0|0|0|0
最 富 盛名 的 是 我国 闽南 一代 的 乌龙茶 ， 又 称 功夫 乌龙 。,0|0|1|0|0|0|0|0
后 经 台湾 盛传 于 海外 。,0|0|1|0|0|0|0|0
功夫茶 ， 故名思义 ， 沏茶 的 手法 是 要 有 讲究 的 。,1|0|1|0|0|0|0|0
此 泡茶 可 非 北京 乾 门 的 大碗茶 ， 痛饮 一 碗 ， 只做 解渴 。,0|0|1|0|0|0|0|0
而 功夫茶 ， 要 讲 水 ， 讲 火 ， 讲 沏 ， 是 需要 一些 火候 在 里面 的 。,0|0|0|0|0|0|0|0
若 不 会 此 道 的 人 ， 拿 来 了 好 茶 ， 请来 了 好 水 ， 也难 尝 那 沁人心脾 的 茶香 。,0|0|0|0|1|0|0|0
 诸君 要 问 了 ， 茶 分 好 坏 自 是 道理 ， 这 水 怎 也 分得 出 好坏 。,0|0|0|0|0|1|0|0
古人 沏茶 ， 讲 一个 “ 活 ” 字 。,0|0|1|0|0|0|0|0
“ 活水 ” “ 活火 ” 才 能 沏 出 上好 的 茶香 。,0|0|1|0|0|0|0|0
被 尊 为 茶圣 的 陆 羽 在 《 茶经 》 上 讲 到 “ 泉水 为 上 ， 江水 为 中 ， 井水 为 下 ” 可见 这 水 在 茶道 中的 重要 了 。,0|0|1|0|0|0|0|0
记得 红楼梦 里 的 妙 玉 ， 采下 梅 花萼 上 的 雪 ， 用 那 染 了 冷 香的 雪水 来 煮茶 ， 不 用品 ， 单 是 这种 闲情 逸致 ， 便 可 让 人 一 叹 了 ！,0|0|1|0|0|0|0|0
不过 现代人 喝茶 都 是 用 自来水 冲 泡 ， 其中 的 茶 趣 ， 茶道 已 是 没 了 许多 。,0|1|0|0|0|0|0|0
说 到 这 里 不禁 的 忆 起 古 来 ， 月 上 西窗 ， 小榭轻风 ， 抚琴 品茗 ， 闻香 润 齿 ， 古人 的 这 番 悠然 自得 ， 真是 羡 煞 小 女 了 。,1|0|1|0|0|0|0|0
沏茶 讲究 功夫 ， 品茶 却 更 让 人 心怡 。,0|0|1|0|0|0|0|0
中国 茶 文化 的 精神 体现 在 “ 清 ， 敬 ， 雅 ， 怡 ” 。,0|0|1|0|0|0|0|0
对 喝茶 的 方式 ， 环境 很 有 讲究 。,0|0|1|0|0|0|0|0
沏 功夫茶 时 ， 每 一 道 工序 都 做 了 的 修饰 ， 添加 了 意境 在 里面 。,0|0|1|0|0|0|0|0
如 ： 洁具 ， 叫 烫 壶 温 盏 ； 注水 ， 为 悬壶 高 冲 ； 盖 上 壶盖 ， 为 推 梅 抽 茉； 倒茶 时 ， 为 乌龙 出 宫 。,0|0|0|0|0|0|0|0
如此 ， 这 一 道道 ， 一 序 序 都 有 非常 好听 的 名字 。,0|0|1|0|0|0|0|0
此时 若 饮 上 这 盏 香茗 ， 便 觉 齿 颊 留香 ， 回味 甘甜 ， 心旷神怡之感 。,1|0|1|0|0|0|0|0
其中 的 清 ， 敬 ， 雅 ， 怡 便 被 很 好 的 诠释 了 ， 成 了 道 ， 此 为 茶道 。,0|0|1|0|0|0|0|0
常 听 人 说 喝茶 ， 觉得 意境 上 差 了 好多 。,0|0|0|0|1|0|0|0
就 好像 喝 的 是 白水 一般 ， 没有 什么 味道 可言 。,0|1|0|0|0|0|0|0
而 茶 是 要 用品 的 。,0|0|0|0|0|0|0|0
是 一 种 心情 ， 一 种 意境 ， 一 种 回味 。,0|0|1|0|0|0|0|0
“ 欲 把 西湖 比 西子 ， 从来 佳茗 似 佳人 ” 如果 不 是 这般 心境 ， 岂 不 白白 浪费 了 一 杯 好茶 。,0|1|0|0|0|0|1|0
品茶 ， 如同 品 人 。,0|0|0|0|0|0|0|0
君 之 品 ， 可 为 茶 乎 ？,0|0|0|0|0|0|0|0
北京 的 供暖 每年 １１月 １５日 开始 ， 到 次年 ３月 １５日 停止 ， 长 达 四 个 月 。,0|0|0|0|0|0|0|0
按说 这时 间 够 长 的 了 ， 可 每年 到 了 这会儿 ， 室内 温度 偏 低 ， 坐 久 了 会 很 冷 。,0|1|0|0|0|0|0|0
这些年 都 是 暖冬 ， 天凉 得 迟 ， 昨天 都 立冬 了 ， 可 仍然 阳光 和煦 ， 没 有 一点儿 冬天 的 意思 。,0|0|1|0|0|0|0|0
早年 这会儿 正是 排队 抢购 冬 储 大白菜 的 时候 ， 白天 寒风 瑟瑟 ， 夜里 还 得 给 白菜 盖 上 棉被 防冻 ， 哪儿 象 这 几 年 ， 冬天 堪 比 南方 。,0|1|0|0|1|0|0|0
室内 温度 低 ， 最 简单 的 办法 就 是 加 衣服 ， 一 夏天 穿 单薄 惯 了 ， 加厚 衣服 总 觉 不适 ， 一 犯 懒 就 扛 着 ， 扛 着 扛 着 就 感冒 了 ， 这些 天 感冒 的 人 在 增加 ， 估计 医院 又 要 忙 了 。,0|1|0|0|0|0|0|0
今天 室内 取暖 有 很多 办法 ， 空调 、 暖气 ， 就 是 费 点儿 能源 ， 对 个人 就 是 破费 点儿 电 钱 ， 对 地球 就 是 破坏 点儿 环境 。,0|1|0|0|0|0|0|0
人类 短视 ， 看 得 远 也 不 愿 看 ， 于是 心安 理得 地 享受 科技 带来 的 温暖 ， 把 眼前 的 事情 先 办 好 。,0|1|0|0|0|0|0|0
我 的 办公室 这会儿 也 凉 ， 但 舍不得 开 空调 ， 而是 扛 着 ， 让 身体 逐渐 适应 冬季 。,0|0|0|0|1|0|0|0
家中 的 暖气 前 几 年 特 热 ， 最 冷 的 天 也 得 开 窗 透气 ， 人 在 其中 说 不 清 舒服 还是 不 舒服 ， 去年 暖气 不 热 了 ， 在家 得 穿 毛衣 ， 开始 很 不 习惯 ， 怨声 载道 ， 久 了 也 习惯 了 ， 又 觉得 挺 好 ， 没 了 鼻子 发 干 的 感觉 。,0|1|1|0|0|0|0|0
其实 最 好 的 感觉 是 冬季 的 阳光 房 ， 阳光 穿透 大 玻璃 ， 室内 温度 适宜 ， 又 无 人工 加热 的 干燥 ， 连 花 都 愿意 生长 。,0|0|1|0|0|0|0|0
我的 阳光 房 有 一 棵 文竹 ， 夏天 长 得 不 咋样 ， 天 一冷 却 精神 起来 ， 新枝 嫩芽 ， 与 宋代 的 仙鹤 香薰缠绵悱恻 ， 别 是 一番 风韵 。,0|0|1|0|0|0|0|0
马 云 又 火 了 ， 这次 是 有 艺术家 为 他 创作 雕像 。,1|0|1|0|0|1|0|0
有 报道 说 ， 杭州 未来 中央 商务区 —— 钱江 新城 或 将 出现 一 座 马 云头 像 雕塑 。,0|0|0|0|0|0|0|0
网上 调 查问 ： “ 你 是否 赞成 杭州 给 马 云 竖 雕像 ？,0|0|0|0|0|0|0|0
” 结果 当然 一片 哗然 ， 约 ７０％ 网友 表示 不 赞成 。,0|1|0|0|0|1|1|0
很多 参与 投票 的 网友 ， 无疑 掉 进 了 网站 标题 党 的 话语 陷阱 。,0|1|0|0|0|0|1|0
事实上 ， 报道 写 得 很 明白 ， 雕像 不过 是 参展 作品 ， 和 马 云 本人 没 多 大 关系 ， 也 和 主办 单位 无关 ， 和 杭州市 政府 部门 更 是 八 竿子 打 不 着 。,0|0|0|0|0|0|1|0
至于 雕像 会 不 会 放 到 钱江 新城 也 没准 。,0|0|0|1|1|0|0|0
随后 又有 报道 称 ， 该 方案 已 被 否决 ， 所以 赞成 也好 反对 也罢 ， 看来 都 失去 了 具体 对象 。,0|0|0|1|0|0|1|0
不过 ， 澄清 事实 再 来 谈 能否 为 马 云 雕像 ， 还是 有 一定 意义 。,0|0|1|0|0|0|0|1
这 就要 看 ， 为 马 云 雕像 的 主体 是 谁 。,0|0|0|0|0|0|0|0
假设 这 是 一 种 政府 行为 ， 当然 值得 商榷 。,0|0|0|0|1|0|0|0
这就 像 “ 权力 追星 ” 一样 ， 值得 警惕 。,0|0|0|0|1|0|0|0
如果 是 艺术家 创作 ， 却 无不 妥 —— 只是 ， 可能 需要 取得 本人 许可 。,0|0|0|0|1|0|0|1
倘若 是 一 种 商业 行为 呢 ？,0|0|0|0|1|0|0|0
也 用 不 着 大惊小怪 。,0|1|0|0|0|0|0|0
就 像 北京 王府井 新近 出现 的 巨型 姚明 雕像 ， 作为 企业 广告 的 一 种 形式 ， 并 没有 遭到 多少 非议 。,1|0|1|0|0|0|0|0
由 此 来看 ， 除 公权力 介入 理当 谨慎 行事 ， 作为 一 种 社会 或 个体 行为 ， 给 公众 榜样 人物 树立 雕像 不 是 什么 太 大 的 问题 。,0|0|0|0|1|0|0|1
这里 涉及 的 是 社会 自由 和 政府 权力 的 二元 关系 。,0|0|0|0|0|0|0|0
社会 行动 自由 的 领域 不 应 过度 限制 ， 公权力 则 必须 受到 必要 约束 。,0|1|0|0|0|0|0|1
从 这个 角度 来看 ， 在 社会 或 个体 自愿 前提 下 ， 马 云 雕像 立得 ， 刘 翔 雕像 也 立 得 ， 就 是 给 刘 德华 、 李 宇 春 塑像 ， 也 没 什么 不 可以 的 。,1|0|0|0|0|0|0|0
前 几 年 ， 同样 是 一 座 送 展 的 刘 翔 铜雕 ， 也 引起 一 场 大 争论 。,0|1|0|0|0|1|0|0
如今 关于 马 云 雕像 的 种种 声音 ， 大多 老调重弹 。,0|1|0|0|0|0|0|0
主要 是 因为 ， 雕像 这 东西 长期 沾染 着 一 种 神圣 的 色彩 。,0|1|0|0|1|0|0|0
得以 塑像 纪念 者 ， 或 伟人 或 名人 或 不朽 者 ， 即便 平民 塑像 也 具有 某种 意识 形态 象征 。,0|0|1|0|0|0|0|0
现在 ， 这 层 神圣 光环 逐渐 褪 去 ， 许多 人 难免 有些 不 适应 。,0|0|0|0|1|0|0|0
更 不用说 ， 这 是 把 一个 活蹦乱跳 的 商业 成功 人物 摆 上 供 坛 。,0|0|0|0|1|0|0|0
报道 也 提到 ， 目前 国内 尚 无以 在 世 的 商界 人物 为 蓝本 的 城市 雕塑 。,0|0|0|0|0|0|0|0
这样 说来 ， 给 马 云 塑像 这 件 事情 做成 了 ， 反倒 开 了 风气 之 先 。,1|0|0|0|0|0|0|0
那样 或 可 证明 ， 雕像 从此 更加 平民化 了 。,1|0|1|0|0|0|0|0
这 无疑 是 值得 赞赏 的 社会 进步 。,1|0|1|0|0|0|0|1
话 说 回来 ， 可不可以 为 马 云 塑像 是 一 回 事 ， 要 不 要 立 又 是 一 回 事 。,0|0|0|0|0|0|0|0
前者 可以 看作 一 种 自由 选择权 ， 后者 涉及 具体 行为 的 必要性 。,0|0|0|0|0|0|0|0
这就 像 是 一 道 自 选题 。,0|0|0|0|0|0|0|0
好比 有人 说 ， 比尔·盖茨 够 厉害 吧 ， 美国 也没有 给 他 塑像 。,0|1|0|0|0|0|1|0
这种 说法 就 忽略 了 一个 事实 ： 也许 没 人为 盖茨 塑像 ， 但这 并不 意味 着 人家 不 能 这么 去 做 。,0|1|0|0|1|0|1|0
换句话说 ， 为 盖茨 塑像 的 自由 始终 存在 ， 只是 没 人 动用 而已 。,1|0|0|0|0|0|0|0
就此 具体 而 论 ， 马 云 固然 值得 推崇 ， 但 学习 马 云 ， 放在 心上 就 够 了 ， 既 不 能 意识 形态 化 ， 也 用 不 着 具象化 。,1|1|1|0|0|0|0|1
当然 ， 事情 本身 子虚乌有 ， 个人 看法 只 能 权当 “ 立此存照 ” 。,0|1|0|0|1|0|0|0
爸爸 ， 我 的 第一 声 啼哭 在 您 的 心里 是 多么 嘹亮 ， 仿佛 我们 家里 降临 了 一个 天使 ， 从此 ， 我的 喜怒 哀乐 便 与 您 息息相关 ， 我 的 一颦一笑 始终 牵动 着 您 的 心弦 。,1|0|0|0|0|0|0|0
在 您 心底 涨满 了 父爱 的 深情 ， 您 也 深感 一个 父亲 将 承负 起 这个 生命 茁壮成长 的 责任 。,0|0|1|0|0|0|0|0
白云 奉献 给 蓝天 ， 草原 奉献 给 大地 ， 玫瑰 奉献 给 爱情 。,0|0|1|0|0|0|0|0
自从 我 降临 您 的 身边 ， 您 就 张开 双臂 ， 用 绵长 深沉 的 父爱 ， 在 我 人生 的 道路 上 ， 化 做 我 脚下 的 七 彩石 ， 为 我 铺就 美丽 的 人生 之 路 ， 呵护 着 我 度过 金色 童年 、 梦幻 的 少年 ， 再 教 我 放飞 自己 的 理想 ， 谱写 自己 人生 的 辉煌 。,1|0|1|0|0|0|0|0
您 的 心坎 上 记录 着 我 蹒跚 的 每 一个 印迹 。,0|0|1|0|0|0|0|0
每 一个 微小 的 进步 ， 都 带 给 您 无比 的 震撼 。,1|0|0|0|0|1|0|0
您 常常 细细 咀嚼 着 、 回味 我 的 每 一 句 呀呀 稚语 ， 领悟 着 我的 天真 稚朴 ， 体味 着 童心 的 美丽 ， 像 花 开 的 细节 那样 让 您 感动 。,0|0|1|0|0|0|0|0
在 我 成长 的 道路 上 是 您 给 了 我 一个 阳光 般 温暖 的 环境 。,0|0|1|0|0|0|0|0
我 好 幸运 啊 。,1|0|0|0|0|0|0|0
我们 这 个 大家庭 里 充满 了 温暖 ， 洋溢 着 爱 的 欢乐 ， 处处 充满 了 爱心 的 雨露 滋润 着 我 成长 。,1|0|1|0|0|0|0|0
一直 接受 中国 传统 美德 情操 的 熏陶 ， 从小就 在 心田 里 铭刻 着 ： 自立自强 ， 勤奋 不息 。,1|0|1|0|0|0|0|0
爸爸 ， 您 是 女儿 的 启蒙 导师 ， 并 言传 身教 ， 您 是 一 位 好 父亲 ！,0|0|1|0|0|0|0|0
您 不 要 我 做 万千 宠爱 集 一 身 养 成 “ 骄娇 ” 之 气 的 小公主 。,1|0|0|0|0|0|0|0
面对 我 吃饭 时 狼吞虎咽 ， 您 轻轻 摸 着 我 的 头 笑着 说 ： 不 急 ， 当心 噎着 ， 喝 点 水 再 吃 ； 看到 我 在 饭桌 上 的 一 片 残茶 剩饭 ， 您 告诉我 “ 粒粒皆辛苦 ” 的 故事 。,0|0|1|0|0|0|0|0
您 讲解 古今中外 的 历史 人物 的 成长 故事 ， 讲 格林 、 安徒生 美丽 童话 故事 ， 我像 小花 猫 一样 安静 的 偎 在 您 怀里 认真 听讲 ， 扑 闪 着 眼睛 ， 闪烁 着 感动 和 无限 神往 的 光芒 ， 就 这样 一个个 楷模 走 进 了 女儿 的 心灵 。,1|0|1|0|0|0|0|1
您 的 心 里 一定 在 对 我 说 ： “ 长 吧 长 吧 快快 长 ” 。,0|0|0|0|0|0|0|1
我像 拨 节 的 秧苗 一样 在 关爱 中 一天天 长大 ， 知识 也 在 一点点 积累 。,1|0|0|0|0|0|0|0
我用 一个个 喜讯 灿烂 全家人 的 笑容 ， 用 一个个 奖励 来 告诉 你们 ， 付出 总 会 有 回报 。,1|0|0|0|0|0|0|0
爸爸 ， 我 在 您 的 关爱 中 变 得 越来越 聪明 灵秀 ， 从 您 每次 送 我 上学 ， 我用 小手 环 着 您 的 脖子 到 恭敬 的 叫 一 声 ： 爸爸 ， 您 累 了 ， 女儿 为 您 洗 洗 脚 、 女儿 为 您 捶 捶背 ， 心里 总 有 一 种 我 有 爸爸 的 自豪感 。,1|0|1|0|0|0|0|0
爸爸 ， 女儿 长大 了 。,1|0|0|0|0|0|0|0
而 您 却 驼 了 背 ， 两鬓 斑白 。,0|0|0|1|1|0|0|0
爸爸 ， 年轻 时 您 忙于 工作 、 忙于 生计 。,0|0|0|0|1|0|0|0
现在 退休 了 ， 可 您 仍 觉得 您 还 很 结实 ， 居然 说 要 去 爬山 。,0|0|1|0|0|1|0|0
在 去年 的 五一节 时 ， 我 琢磨 再三 ， 最后 决定 选 离家 最近 的 东岳 泰山 。,0|0|0|0|1|0|0|0
抬头 仰视 入 云 的 峰顶 ， 我心 想 ， 爸 能 上去 吗 ？,0|0|0|0|1|0|0|0
“ 爸爸 ， 您 就 做 滑 轿 上山 吧 ？,0|0|0|0|0|0|0|1
” 您 却 勇士 般的 坚持 说 “ 我 能 爬 上去 ” 。,0|0|1|0|0|0|0|0
五月 山顶 的 凌晨 依旧 透骨 的 冷 ， 我用 租 来 的 棉 大衣 把 您 包裹 的 严严 实实 ， 然后 亲 呢 的 牵 着 您 的 手 一 起 等待 那 轮 红日 喷 薄 而 出 。,1|0|1|0|0|0|0|1
您 可爱 的 傻笑 引 来 探寻 的 目光 。,1|0|0|0|0|0|0|0
您 “ 一 觅 众 山 小 ” ， 自豪 的 面对 大家 说 ： “ 这 是 我 闺女 。,1|0|1|0|0|0|0|0
” 那 情 那 景 多 像 当年 我 初 入学 时 ， 面对 老师 和 同学 我 自豪 的 说 ： “ 这 是 我爸爸 ” 一样 ， 好像 全世界 只有 我有 爸爸 ！,1|0|0|0|0|0|0|0
女儿 怕 您 刚 退休 后 呆 的 寂寞 ， 就 替 你 报名 上 了 老年 大学 。,0|0|0|0|1|0|0|0
第一 天 送 您 去 报到 ， 我 在 大门外 驻足 看着 您 走 进去 ， 您 却 回头 向 我挥 挥手 说 ： “ 冰 儿 ， 回去 吧 ， 中午 不 用 来 接 我 。,1|0|0|0|0|0|0|0
” 我 的 眼睛 在 瞬间 湿润 了 ， 此情此景 就 像 当年 您 送 我 进 校园 一样 。,0|0|0|1|0|0|0|0
只是 那时 是 您 每天 风雨无阻 的 驻足 在校 门口 ， 等待 娇儿 幸福 的 入怀 。,0|0|1|0|0|0|0|1
羊 有 跪 乳 之 恩 ， 鸦 有 反哺 之 义 。,0|0|1|0|0|0|0|0
爸爸 ， 从今以后 女儿 会 给 您 更 多 的 爱 ， 请 让 我 适时 的 为 您 整一 整 衣领 ， 扣 好 扣子 ， 系 一 系 鞋带 。,0|0|1|0|0|0|0|1
爸爸 ， 我要 做 您 的 拐杖 ， 女儿 的 爱 如 拐杖 时时 走 在 您 脚步 的 前方 ， 陪伴 您 安全 的 走 在 暮色 蔼蔼 的 黄昏 路上 。,0|0|1|0|0|0|0|0
爸爸 ， 您 的 牙齿 越来越 不 好 了 ， 吃饭 也 越来越 慢 了 ， 手 有时 还 会 颤抖 ， 记忆 也 差 了 ， 时常 忘 东 忘 西 的 ． ． ． ． ． ． 爸爸 ， 您 不 要 着急 ， 我 不会 催促 您 的 ， 也 不会 发脾气 的 ， 就 如 当年 您 对 我 一样 ， 我会 对 您 多 一点 耐心 。,0|0|0|0|1|0|0|0
只要有 您 在 眼前 ， 我的 心头 就 会 有 很多 的 温暖 。,0|0|1|0|0|0|0|0
您 的 脚 站 也 站 不 踏实 ， 走动 也 不 方便 。,0|0|0|0|1|0|0|0
所以 ， 请 您 紧紧 握 着 我 的 手 ， 我会 陪 着 您 ， 慢慢 向 前 走 ， 就 如 当年 我 紧紧 牵 着 您 一样 。,0|0|1|0|0|0|0|1
爸爸 ， 请 让 我用 爱 为 您 铺 满 多 彩 夕阳 路 ； 就 如 当年 您 用 爱 为 我 铺就 七彩 人生路 一样 。,0|0|1|0|0|0|0|1
每当 孤独 ， 钢笔 便 刷刷 地 在 纸 上 不 停 的 画 ， 思绪 也 便 飞 得 好远 好远 。,0|0|0|0|1|0|0|0
这 是 迷失 的 航船 在 寻找 停泊 的 港湾 ， 还是 落伍 的 大雁 在 追寻 遥远 的 家乡 。,0|0|0|0|1|0|0|0
我曾 说 思绪 的 飞 得 好远 好远 犹如 绑 着 的 风筝 ， 其实 那 有 一点点 的 不 确切 ， 绑 着 的 风筝 永远 飞 不 远 飞 不 高 ， 束缚 着 的 人 亦 永远 寻 不 到 自由 。,0|0|0|1|1|0|0|1
狂傲 的 风 曾 几 次 欲 将 风筝 托 得 好 高 好 高 ， 却 终于 被 绑 着 的 绳子 拉 得 好 近 好 近 ， 飘逸 的 思绪 曾 多少 次 流浪 得 很 开心 很 开心 ， 却 也 终于 被 孤独 的 心灵 折磨 得 很 痛苦 很 痛苦 。,0|0|0|1|1|0|0|0
多少 次 我 努力 的 挣扎 ， 想 挣脱 那 可恶 的 绳索 ， 想 摆脱 心灵 的 孤寂 ， 可 我 越是 挣扎 ， 却 越 招 来 黑暗 中 几 只 闪亮 可怕 的 眼睛 的 团团 包围 ， 越是 挣扎 ， 绳子 绷 得 越 紧 ， 就 像 小时 侯 跟人 打架 被 母亲 硬生生 的 拉回 ， 得到 的 是 一 顿 打骂 。,0|1|0|1|1|0|0|0
然而 挣扎 的 同时 ， 我又 隐隐 的 有些 害怕 ， 我不 是 怕 我 逃 不 出去 ， 而是 我 不 知道 我 极力 逃避 的 理由 ， 我也不知道 一旦 我 有 了 自由 ， 我的 前途 又 在 哪里 ， 不知道 一旦 心灵 不再 孤寂 ， 会 不 会 面对 乱世 而 迷失 自我 ， 绳子 断 掉 的 那 一刻 ， 我是 被 摔 的 粉身碎骨 ， 亦或 是 自由 快乐 的 活 着 ， 所有 这 一切 我 都 不得而知 ， 但 我却 固执 地 想 挣脱 它 的 ， 我不 管 这 之 后 的 总总 ， 因为 我 被 这 孤寂 的 心灵 压抑 了 好久 好久 。,0|0|0|1|1|0|0|0
这 魔鬼 般的 黑暗 包围 了 我 许久 许久 ， 使 我 始终 见不得 一丝 光亮 ， 使 我找 不 到 内心 的 归宿 和 伟大 的 理想 ， 我 多么 急切 的 想要 一缕 阳光 来 安慰 我的 心灵 ， 冲散 我 四周 纠缠 不 清 的 黑暗 ， 但愿 那 一缕 阳光 早早 地 到来 ……,0|1|0|0|1|0|0|1
２００８年 对 我 而言 可能 注定 是 运气 较 差 的 一 年 ， 除了 我 主讲 的 《 电子商务 概论 》 被 评为 江苏省 精品 课程 外 ， 其他 申报 的 ５ 、 ６ 个 课题 纷纷 落马 ， 真是 惨不忍睹 。,0|0|0|1|0|0|0|0
这 几 年 ， 除了 正常 的 教学 工作 以 外 ， 我 基本上 都 在做 课题 和 写 论文 ， 每年 都 在 进步 。,1|0|0|0|0|0|0|0
课题 一般 是 有 基金 支持 的 ， 但 也 不 是 绝对 ， 比如 ， 江苏省 教育厅 哲学 社会科学 指导 性计划 完全 没有 经费 支持 ， 江苏省 高等教育 学会 课题 、 江苏省 现代 教育 技术 课题 等 大部分 也不 给 经费 ， 当然 ， 这 类 课题 级别 一般 不 高 。,0|0|0|1|0|0|0|0
一 朋友 知道 我 这几 年 一直 忙于 做 研究 ， 笑 问 我 科研 经费 多少 ？,1|0|0|0|0|0|0|1
我 说 不 多 ， 他 问 有 １００万 吧 ， 我说 这个 数字 除 以 １００ 后 还 多 一点 ， 他 不 能 相信 ， 呵呵 ！,0|0|0|1|0|0|0|0
做 研究 ， 肯定 需要 经费 的 支持 ， 与 自然 科学 相比 ， 人文 社科 研究 需要 的 经费 相对 少些 ， 但 并不 是 说 巧 媳妇 就 能 为 无米 之炊 ， 不同 人文 社科 研究 需要 的 经费 相差 很 大 ， 一些 基础理论 研究 、 只 需要 看 文献 不 需要 调查 的 研究 等 需要 的 经费 相对 少些 ， 但 再 怎么 少 ， 基本 的 购书 、 版面费 、 出差 、 耗材 总是 少不了 的 ， 从 这个 角度 讲 ， 基金 简直 是 做 研究 的 生命线 。,0|0|0|0|1|0|0|0
做 研究 ， 有时 是 一 种 工作 ， 有时 可能 仅仅 就 是 一 种 爱好 ， 把 研究 成果 发表 ， 往往 是 一 件 有趣 的 事情 。,0|0|1|0|0|0|0|0
睿智 的 点子 ， 精妙 的 构思 ， 创新 的 发现 ， 都 希望 与 他人 分享 。,1|0|1|0|0|0|0|1
为 做 研究 花钱 ， 就 像 爱好 古玩 的 人 花钱 去 淘宝 一样 ， 似乎 也 是 应该 的 。,0|0|1|0|0|0|0|1
前 两 年 ， 凭着 我 一个 月 ３０００ 多 的 工资 津贴 收入 ， 但是 每年 支付 的 版面费 就 ７０００ 以 上 ， 关键 还 得 养家糊口 啊 ！,0|0|0|1|1|0|0|0
实在 没辙 的 情况 下 ， 只 能 挤 点 时间 编 教材 拿 点 版税 贴补 科研 ， 勉强 做到 科研 的 收支平衡 。,0|0|0|1|1|0|0|0
长期 用 基本工资 收入 来 支撑 科研 显然 是 不 现实 的 ， 有时 就 在 幻想 ， 在 不 动用 基本工资 的 情况 下 ， 如果 单位 能 报销 版面费 也 就 足够 了 。,0|0|0|1|1|0|0|0
